file,experiment,cell,label,engine,n,ef,concurrency,selectivity,trial,p50_ms,p95_ms,p99_ms,qps,recall_at_10,error_rate,n_measured,invalid,index_build_s,time_to_searchable_s,rss_mb
qdrant-10k.jsonl,E3,e3_filter,e3_filter,qdrant,10000,64.0,1.0,1,1.0,7.581949990708381,32.227170006080996,35.491073013690766,71.2009186970089,0.010799999999999997,0.0,500.0,False,,,0.0
qdrant-10k.jsonl,E3,e3_filter,e3_filter,qdrant,10000,64.0,4.0,1,1.0,13.64260000991635,28.857415009406377,37.96154200215824,264.02518969336023,0.010799999999999997,0.0,500.0,False,,,0.0
qdrant-10k.jsonl,E5,e5_cold,cold_no_warmup,qdrant,10000,64.0,,,,7.996849992196076,31.89314500195905,55.204904985148374,76.77787224722854,,0.0,50.0,,,,
qdrant-250k.jsonl,E4,ingest,ingest_bulk,qdrant,10000,,,,,,,,,,,,,6.41773970000213,6.417599299980793,237.7
qdrant-250k.jsonl,E0,e0_high_ef,e0_high_ef,qdrant,10000,256.0,1.0,100,1.0,20.312500011641532,33.428690013533924,38.46806499350347,52.238394846231365,0.9997999999999999,0.0,500.0,False,,,106.1
qdrant-250k.jsonl,E4,ingest,ingest_bulk,qdrant,250000,,,,,,,,,,,,,320.2645862000063,320.26277370000025,641.3
qdrant-250k.jsonl,E1,e1_iso_config,e1_iso_config,qdrant,250000,64.0,1.0,100,1.0,9.874599985778332,33.52338498370955,38.383563999086576,61.165446416039934,0.9982,0.0,500.0,False,,,605.9
qdrant-250k.jsonl,E1,e1_iso_config,e1_iso_config,qdrant,250000,64.0,1.0,100,2.0,12.06770000862889,34.364900006039534,48.56009197508682,54.15877311564603,0.9982,0.0,500.0,False,,,605.4
qdrant-250k.jsonl,E1,e1_iso_config,e1_iso_config,qdrant,250000,64.0,1.0,100,3.0,11.079150004661642,32.48894501593895,34.92981900722951,55.24464300154825,0.9982,0.0,500.0,False,,,605.4
qdrant-250k.jsonl,E1,e1_iso_recall_sweep,e1_iso_recall_sweep,qdrant,250000,32.0,1.0,100,1.0,23.18024999112822,33.265660009055864,43.97942099807547,47.898106549539754,0.9923999999999996,0.0,500.0,False,,,604.4
qdrant-250k.jsonl,E1,e1_iso_recall_sweep,e1_iso_recall_sweep,qdrant,250000,64.0,1.0,100,1.0,10.503400000743568,32.7738550142385,35.65992199117318,56.837464573825216,0.9982,0.0,500.0,False,,,606.2
